story_key,comparison_type,variant,semantic_similarity_sbert,delta_cli,delta_aoa,delta_concreteness,delta_imageability,delta_fk_grade,delta_mtld,delta_tier2_proxy_token_ratio,tier2_types_retained,tier2_types_removed,tier2_types_added,low_frequency_tier2_types_retained
anita,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9137078523635864,1.1273420634391553,-31.469230769230762,15.79273664273444,16.89727342549918,-2.477183397761017,-9.137302195958668,-0.026870229007633584,african; ancestry; asian; bridge; census; change; class; define; defined; discrimination; equality; explicit; image; inequality; lecturer; link; mainstream; minority; need; periphery; population; prejudice; racial; social; society; sound; statistics; successful; suggestive; support; university,apparent; attitude; complex; contrast; cultural; cycle; demographic; discussion; diversity; goal; however; important; largely; latent; likely; natural; predominantly; profoundly; project; publication; relatively; result,focus; known; low; present; reduced; shared,ancestry; asian; bridge; census; define; defined; equality; explicit; lecturer; link; mainstream; minority; periphery; prejudice; statistics; successful; suggestive; support
anita,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9270409345626831,0.7884489091440241,-30.31405835543768,8.779608788853182,7.672089162074315,-2.4017218329358343,-9.491169090044423,-0.022695144832549405,african; ancestry; asian; attitude; bridge; census; change; class; defined; discrimination; diversity; equality; explicit; image; inequality; lecturer; likely; mainstream; minority; natural; need; periphery; population; prejudice; racial; society; sound; statistics; successful; suggestive; support; university,apparent; complex; contrast; cultural; cycle; define; demographic; discussion; goal; however; important; largely; latent; link; predominantly; profoundly; project; publication; relatively; result; social,focus; known; linked; low; present; reduced; shared,ancestry; asian; attitude; bridge; census; defined; diversity; equality; explicit; inequality; lecturer; mainstream; minority; natural; periphery; prejudice; statistics; successful; suggestive; support
anita,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.899817943572998,0.7958113836860023,-27.207326007326003,9.441116725361098,9.74330577928498,-2.818948054853454,-14.695873815521168,-0.028609359442416188,african; ancestry; asian; attitude; census; change; class; define; defined; discrimination; equality; explicit; image; inequality; lecturer; likely; link; minority; natural; need; population; racial; society; sound; statistics; successful; university,apparent; bridge; complex; contrast; cultural; cycle; demographic; discussion; diversity; goal; however; important; largely; latent; mainstream; periphery; predominantly; prejudice; profoundly; project; publication; relatively; result; social; suggestive; support,equal; known; level; linked; low; present; published; reduced; shape,ancestry; asian; attitude; census; define; defined; equality; explicit; lecturer; link; minority; natural; statistics; successful
anita,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9583582282066345,0.4093543288430006,-28.616289592760154,0.4335942960995567,-1.9003544165757944,-2.172476702083003,-31.157890222984562,-0.024879013780693612,african; ancestry; asian; attitude; bridge; census; change; class; cycle; defined; discrimination; discussion; diversity; equality; explicit; image; inequality; lecturer; likely; link; minority; natural; need; periphery; population; racial; social; society; sound; statistics; successful; suggestive; support; university,apparent; complex; contrast; cultural; define; demographic; goal; however; important; largely; latent; mainstream; predominantly; prejudice; profoundly; project; publication; relatively; result,argue; bias; difference; group; known; level; low; present; reduced; shared,ancestry; asian; attitude; bridge; census; cycle; defined; discussion; diversity; equality; explicit; inequality; lecturer; link; minority; natural; periphery; statistics; suggestive; support
anita,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9605151414871216,0.5091267237613991,-24.94256410256412,3.6511652626823548,2.7677049080501774,-2.146482097705814,-24.617955202312146,-0.02154088769026831,african; asian; attitude; bridge; census; change; class; cycle; define; defined; discrimination; discussion; diversity; equality; explicit; image; inequality; lecturer; likely; minority; natural; need; periphery; population; prejudice; racial; social; society; sound; statistics; successful; support; university,ancestry; apparent; complex; contrast; cultural; demographic; goal; however; important; largely; latent; link; mainstream; predominantly; profoundly; project; publication; relatively; result; suggestive,argue; describe; difference; harmful; known; linked; low; mainly; present; reduced; shared,asian; attitude; bridge; census; cycle; define; defined; discussion; diversity; equality; explicit; inequality; lecturer; minority; natural; periphery; prejudice; statistics; successful; support
anita,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9683421850204468,0.6611167026197736,-28.91289274106174,5.229346133647823,5.738671274961575,-1.919503759398495,-14.209851281228254,-0.022278083992527842,african; asian; attitude; bridge; census; change; class; cycle; discrimination; diversity; equality; explicit; image; inequality; largely; likely; link; mainstream; minority; natural; need; periphery; population; profoundly; racial; social; society; sound; statistics; successful; support; university,ancestry; apparent; complex; contrast; cultural; define; defined; demographic; discussion; goal; however; important; latent; lecturer; predominantly; prejudice; project; publication; relatively; result; suggestive,chosen; difference; focus; known; level; low; present; reduced; shared; subject,asian; attitude; bridge; census; cycle; diversity; equality; explicit; inequality; largely; link; mainstream; minority; natural; periphery; profoundly; statistics; successful; support
copyright,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.8816653490066528,0.6104225814837987,-27.01162790697674,3.159676107873679,6.55029749976876,-5.075300924475528,-17.31271026416306,-0.020477047704770476,analogue; article; author; collected; content; creative; data; dialogue; index; intellectual; mp; need; poverty; science; society; technology,achieve; acquired; approach; creatively; critical; default; distribute; emerge; established; existing; form; group; highly; independent; influence; level; principle; robust; scale; subject; technical,control; current; known; shared; sharing; strongly; support; working,analogue; author; collected; data; dialogue; intellectual; poverty; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9170752763748169,0.4329368783564653,-19.041666666666686,3.018005814721789,4.039933394784555,-3.7859441098707407,0.9376677965757381,-0.0179017193504053,analogue; article; author; collected; content; creative; data; index; influence; intellectual; mp; need; poverty; scale; science; society; technology,achieve; acquired; approach; creatively; critical; default; dialogue; distribute; emerge; established; existing; form; group; highly; independent; level; principle; robust; subject; technical,change; control; discussion; needed; published; sharing; strongly; successful,analogue; author; collected; data; influence; intellectual; poverty; scale; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9015607833862305,0.6854024743520458,-36.64893617021278,2.0309762202753063,4.015865846084353,-3.5450919277203496,11.929600264106426,-0.03688757127861783,analogue; article; author; content; creative; dialogue; distribute; index; influence; intellectual; mp; poverty; science; technology,achieve; acquired; approach; collected; creatively; critical; data; default; emerge; established; existing; form; group; highly; independent; level; need; principle; robust; scale; society; subject; technical,current; needed; sharing; strongly; use,analogue; author; dialogue; distribute; influence; intellectual; poverty; technology
copyright,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9124358892440796,0.599486830851981,-20.0,6.173704477222259,8.54285796800093,-3.3523375168086034,12.270708314780308,-0.021750284272124693,analogue; article; author; collected; content; creative; data; dialogue; distribute; independent; index; influence; intellectual; mp; need; poverty; science; society; technology,achieve; acquired; approach; creatively; critical; default; emerge; established; existing; form; group; highly; level; principle; robust; scale; subject; technical,active; control; current; needed; sharing; strongly,analogue; author; collected; data; dialogue; distribute; independent; influence; intellectual; poverty; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.939528226852417,0.20596827593246614,-13.908163265306143,-1.9848608837970687,1.369486320491319,-3.4397437401937268,19.437756009682374,-0.016414071574755246,analogue; approach; article; author; content; creative; data; dialogue; distribute; index; influence; intellectual; mp; need; poverty; science; society; technology,achieve; acquired; collected; creatively; critical; default; emerge; established; existing; form; group; highly; independent; level; principle; robust; scale; subject; technical,active; affect; control; current; known; needed; strongly; support; use,analogue; approach; author; data; dialogue; distribute; influence; intellectual; poverty; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9303061962127686,0.5296761105537545,-21.916666666666686,3.2134709048961554,6.393137114142121,-4.501402212748328,1.5473882769311729,-0.027083813032466042,analogue; article; author; content; creative; dialogue; index; influence; intellectual; mp; need; poverty; science; society; technology,achieve; acquired; approach; collected; creatively; critical; data; default; distribute; emerge; established; existing; form; group; highly; independent; level; principle; robust; scale; subject; technical,control; current; known; sharing; strongly,analogue; author; dialogue; influence; intellectual; poverty; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9618943929672241,-0.06838395134635666,-11.357142857142833,-7.1403792784458915,-5.364477024296775,-3.314780716194882,3.055750367970546,-0.0221004243281471,analogue; approach; article; author; collected; content; creative; data; default; dialogue; existing; group; independent; index; influence; intellectual; mp; need; poverty; science; society; technology,achieve; acquired; creatively; critical; distribute; emerge; established; form; highly; level; principle; robust; scale; subject; technical,active; affect; known; needed; strongly; support,analogue; approach; author; collected; data; default; dialogue; existing; group; independent; influence; intellectual; poverty; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9252564907073975,0.22132930976075427,-20.239130434782624,-1.9495299356754572,-2.620247979025578,-2.5427739339236695,3.382923600787251,-0.03258179078777443,analogue; article; author; collected; content; creative; data; dialogue; existing; group; independent; index; intellectual; mp; need; poverty; science; society; technology,achieve; acquired; approach; creatively; critical; default; distribute; emerge; established; form; highly; influence; level; principle; robust; scale; subject; technical,active; strongly; support,analogue; author; collected; data; dialogue; existing; group; independent; intellectual; poverty; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9625113010406494,-0.13344784356646588,-17.185185185185162,-9.400396328744307,-10.811779829379475,-3.1792503083564583,-8.83115956178709,-0.018703211784593096,analogue; approach; article; author; collected; content; creative; critical; data; default; dialogue; existing; group; independent; index; influence; intellectual; mp; need; poverty; science; society; subject; technology,achieve; acquired; creatively; distribute; emerge; established; form; highly; level; principle; robust; scale; technical,active; affect; concern; strongly; support,analogue; approach; author; collected; critical; data; default; dialogue; existing; group; independent; influence; intellectual; poverty; society; subject; technology
crowdfunding,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.8735766410827637,1.0154743949142029,-47.53542673107893,9.722718084279222,4.989880198082119,-4.503284838473647,17.401058861016693,-0.02434508297901522,activity; card; change; focused; international; invention; project; rejected; successful; test; testing,access; alternative; commercially; complex; conventional; efficient; example; expansion; experience; finding; generate; ground; growth; innovative; known; limited; production; transaction; use; validate; vital; weight; whole; within,common; expanding; goal; group; important; need; sending; support,activity; card; change; focused; international; invention; rejected; successful; testing
crowdfunding,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.8358242511749268,1.56989951547109,-58.57519600855312,19.467981958209293,14.830729030115549,-4.549780531501938,24.912503932118753,-0.011357041480638722,activity; card; change; efficient; focused; ground; international; invention; production; project; rejected; successful; test; testing; transaction; use,access; alternative; commercially; complex; conventional; example; expansion; experience; finding; generate; growth; innovative; known; limited; validate; vital; weight; whole; within,expanding; goal; group; important; product; sending; support; waste,activity; card; change; efficient; focused; ground; international; invention; rejected; successful; testing; transaction
crowdfunding,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.8001521229743958,1.3554903615938017,-65.09627329192546,11.528595257953043,6.731281362701338,-4.688047576925502,10.43276111262415,-0.020721894573218116,activity; card; change; efficient; focused; ground; growth; international; project; rejected; successful; test; testing; use,access; alternative; commercially; complex; conventional; example; expansion; experience; finding; generate; innovative; invention; known; limited; production; transaction; validate; vital; weight; whole; within,goal; group; important; interest; need; product; sending; support,activity; card; change; efficient; focused; ground; growth; international; rejected; successful; testing
crowdfunding,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.803268313407898,0.9725055023211993,-35.196757553426664,13.977291951330585,8.287684326772307,-3.8792118260218444,13.406540244173613,-0.000255776281012865,activity; alternative; card; change; efficient; expansion; focused; ground; growth; international; invention; production; project; rejected; successful; test; testing; transaction; use,access; commercially; complex; conventional; example; experience; finding; generate; innovative; known; limited; validate; vital; weight; whole; within,common; goal; group; important; merit; need; produce; product; sending; support; useful; value,activity; alternative; card; change; efficient; expansion; focused; ground; growth; international; rejected; successful; testing; transaction
crowdfunding,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8383839130401611,1.4227963777213313,-60.202093397745614,16.005266734624513,9.619590744590766,-5.036783645361627,5.688474468111181,-0.011403110385545416,activity; card; change; complex; efficient; focused; international; invention; project; successful; test; transaction,access; alternative; commercially; conventional; example; expansion; experience; finding; generate; ground; growth; innovative; known; limited; production; rejected; testing; use; validate; vital; weight; whole; within,common; expanding; group; important; merit; need; produce; sending; support; useful; working,activity; card; change; complex; efficient; focused; international; successful; transaction
crowdfunding,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.8467552661895752,1.072390253090923,-50.453416149068346,10.61364880090133,4.7731720415426935,-4.733175279519088,14.45233470280067,-0.014993155169335151,activity; alternative; card; change; complex; focused; ground; international; invention; project; successful; test; transaction; use; weight,access; commercially; conventional; efficient; example; expansion; experience; finding; generate; growth; innovative; known; limited; production; rejected; testing; validate; vital; whole; within,expanding; goal; important; need; product; sending; support; useful,activity; alternative; card; change; complex; focused; ground; international; successful; transaction; weight
crowdfunding,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.8392465114593506,1.029223964428085,-42.10677749360616,11.136714132943098,8.421869718479911,-4.487895430827596,21.743596624512065,-0.016583674427092833,activity; card; change; efficient; example; focused; ground; international; invention; production; project; rejected; successful; test; testing; transaction; use; weight,access; alternative; commercially; complex; conventional; expansion; experience; finding; generate; growth; innovative; known; limited; validate; vital; whole; within,common; goal; group; important; interest; need; sending; support; useful,activity; card; change; efficient; example; focused; ground; international; rejected; successful; testing; transaction; weight
crowdfunding,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.8316613435745239,1.323146981584955,-45.48913043478262,17.864417416250774,14.081734534906786,-4.193019809764397,23.702191166609737,-0.01995100342304852,activity; card; change; focused; ground; international; invention; production; project; rejected; test; testing; use,access; alternative; commercially; complex; conventional; efficient; example; expansion; experience; finding; generate; growth; innovative; known; limited; successful; transaction; validate; vital; weight; whole; within,expanding; goal; group; helpful; important; interest; need; product; sending; support,activity; card; change; focused; ground; international; invention; rejected; testing
crowdfunding,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.8369884490966797,1.1116567521973346,-46.6057971014493,13.420918687947676,7.020502170034888,-3.256844577322667,25.210328968726827,-0.014020004330955203,activity; alternative; card; change; focused; ground; international; invention; production; project; rejected; successful; test; testing; use,access; commercially; complex; conventional; efficient; example; expansion; experience; finding; generate; growth; innovative; known; limited; transaction; validate; vital; weight; whole; within,common; goal; important; product; sending; support; supported; useful,activity; alternative; card; change; focused; ground; international; rejected; successful; testing
everest,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9419670104980469,-0.021482321485166544,-12.33168147641834,-6.319221321542614,-4.559253013039381,-2.942080558075208,-10.032099770033284,-0.03834787503518154,base; both; challenge; change; changing; climate; demand; erosion; fixed; harvesting; human; increased; modern; need; region; waste; western,address; agriculture; class; combination; completed; condition; continued; degradation; environmental; exponential; finding; flow; following; further; identify; impact; include; infrastructure; language; level; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,conflict; environment; farming; skilled; trained; use,both; challenge; demand; erosion; harvesting; increased; modern; need; western
everest,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9335249662399292,-0.08383896926059928,-12.279387279387322,-8.49593763724198,-5.586363447040696,-2.895019898577445,-3.2393596996357275,-0.040584692092101395,address; agriculture; base; change; changing; class; climate; condition; environmental; erosion; fixed; further; human; increased; language; level; modern; need; planning; region; waste; western,both; challenge; combination; completed; continued; degradation; demand; exponential; finding; flow; following; harvesting; identify; impact; include; infrastructure; network; numerous; potential; previous; provide; rapid; sector; sequence,conflict,agriculture; changing; class; condition; environmental; erosion; further; increased; language; modern; need; planning; western
everest,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9595546722412109,0.014960667910993236,-17.701298701298754,-7.00426936213421,-6.178309793119638,-2.601675912147684,-14.509328825799514,-0.03888221199271337,address; agriculture; base; both; challenge; change; changing; class; climate; condition; demand; erosion; fixed; further; human; language; level; modern; need; region; waste; western,combination; completed; continued; degradation; environmental; exponential; finding; flow; following; harvesting; identify; impact; include; increased; infrastructure; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,environment,agriculture; both; challenge; class; condition; demand; erosion; further; language; modern; need; western
everest,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9452620148658752,-0.004214714325017244,-9.984515484515498,-4.688354766278849,-3.4377355678116146,-3.4498082809791484,-19.615002425494197,-0.0361949868528816,base; change; changing; climate; demand; erosion; fixed; harvesting; human; increased; language; level; need; region; waste; western,address; agriculture; both; challenge; class; combination; completed; condition; continued; degradation; environmental; exponential; finding; flow; following; further; identify; impact; include; infrastructure; modern; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,compare; conflict; effect; environment; farming; growth; support; symbol; trained; use,demand; erosion; harvesting; increased; language; need; western
everest,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9137338399887085,-0.0244432324691973,-10.20649350649353,-5.153227669034038,-4.163097597525052,-2.9441937332130053,-4.700549698175351,-0.03945476940583302,base; change; changing; climate; continued; erosion; fixed; human; increased; need; region; waste; western,address; agriculture; both; challenge; class; combination; completed; condition; degradation; demand; environmental; exponential; finding; flow; following; further; harvesting; identify; impact; include; infrastructure; language; level; modern; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,compare; environment; farming; focus; needed; symbol; trained; use,continued; erosion; increased; need; western
everest,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9463467597961426,-0.17891741905628475,-4.589676146638226,-7.270744529695946,-5.551563871379585,-3.408881507381505,-10.557470564128636,-0.03497025557495882,base; challenge; change; changing; class; climate; continued; environmental; erosion; fixed; human; increased; language; level; need; region; waste; western,address; agriculture; both; combination; completed; condition; degradation; demand; exponential; finding; flow; following; further; harvesting; identify; impact; include; infrastructure; modern; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,affect; conflict; describe; farming; growth; needed; symbol; total,challenge; changing; class; continued; environmental; erosion; increased; language; need; western
everest,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9655078649520874,-0.382065925959325,-6.727272727272748,-13.727247698339283,-11.17592818415477,-2.8011599851487006,-7.5274649793101105,-0.034097534415549996,address; agriculture; base; both; challenge; change; changing; class; climate; condition; erosion; fixed; further; harvesting; human; level; need; region; waste; western,combination; completed; continued; degradation; demand; environmental; exponential; finding; flow; following; identify; impact; include; increased; infrastructure; language; modern; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,conflict; effect; entry; environment; growth; needed; working,agriculture; both; challenge; class; condition; erosion; further; harvesting; need; western
everest,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9647020101547241,-0.2641405465106915,-9.186944634313079,-11.40998129967278,-9.383263450762172,-2.7912092536740403,-11.964010230973656,-0.03108571091027232,address; agriculture; base; both; challenge; change; changing; class; climate; condition; demand; environmental; erosion; finding; fixed; further; human; increased; language; level; modern; need; provide; region; waste; western,combination; completed; continued; degradation; exponential; flow; following; harvesting; identify; impact; include; infrastructure; network; numerous; planning; potential; previous; rapid; sector; sequence,compare; effect; system,agriculture; both; challenge; changing; class; condition; demand; environmental; erosion; finding; further; increased; language; modern; need; provide; western
everest,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9509222507476807,-0.12320491631321032,-10.138361638361687,-7.901849793952863,-6.42314755123175,-2.494591472772811,-1.3095578691742276,-0.03760795642622852,address; agriculture; base; both; challenge; change; changing; class; climate; condition; demand; environmental; erosion; fixed; further; human; level; need; provide; region; waste; western,combination; completed; continued; degradation; exponential; finding; flow; following; harvesting; identify; impact; include; increased; infrastructure; language; modern; network; numerous; planning; potential; previous; rapid; sector; sequence,effect; low; stress; working,agriculture; both; challenge; class; condition; demand; environmental; erosion; further; need; provide; western
loterry,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9218746423721313,1.0100734037249044,-46.75523255813954,4.1706545230009056,10.252890173410378,-2.9822549936703133,0.06286069325246046,-0.039072039072039065,economics; effect; employ; need; range; report; research; study; supported; table; total,analysis; anticipated; author; domestic; employed; existing; further; generating; however; likely; measurable; product; proportion; purchased; transform; use; voluntary,expected; important; increased; support; working,economics; employ; need; range; report; research; supported; table
